Title job,Employer,Link profile employer,Location,How long ago,Recruiter,Profile recruiter,Description offer,Link offer
Analista QA Senior,Comsatel Oficial,https://pe.linkedin.com/company/comsatel-oficial?trk=public_jobs_jserp-result_job-search-card-subtitle,"Magdalena del Mar, Peru",8 hours ago,,,"¡ÚNETE A NUESTRO EQUIPO! Somos una empresa líder en servicios de tecnología de seguridad y rastreo satelital; estamos en búsqueda de un talento como el tuyo para ocupar el cargo de Analista QA Senior. Si cumples con los siguientes requisitos, ¡queremos conocerte!Objetivo:Asegurar la calidad del software mediante la definición y ejecución de estrategias de prueba, coordinando con equipos de desarrollo y proveedores, y promoviendo la mejora continua del proceso de QA.Funciones:Definir y mantener la estrategia y planes de prueba para los proyectos asignados.Elaborar, revisar y validar casos de prueba asegurando la cobertura de criterios de aceptación y escenarios críticos.Coordinar y ejecutar pruebas funcionales, de integración, regresión y aceptación, documentando resultados.Participar en el planeamiento y ceremonias ágiles, aportando información sobre calidad, riesgos e incidencias.Coordinar con equipos de desarrollo y analistas funcionales el seguimiento y resolución de incidencias.Supervisar y validar el trabajo de QA Junior y proveedores externos, asegurando el cumplimiento de estándares de calidad.Garantizar la trazabilidad entre requerimientos, casos de prueba y resultados.Impulsar la mejora continua y automatización de pruebas, promoviendo buenas prácticas de QA.Requisitos: Formación universitaria o técnica en Ingeniería de Sistemas, Informática o afines.Experiencia mínima de 4 años de experiencia en aseguramiento de calidad de software.Experiencia en coordinación o liderazgo técnico de equipos o proyectos de QA.Manejo de SQL para validación y análisis de datos.Uso de herramientas de gestión de pruebas e incidencias (JIRA, GitLab o similares).Conocimiento de metodologías ágiles (Scrum/Kanban).Nociones de automatización de pruebas y control de versiones.Conocimiento general de entornos CI/CD orientados a QA.Ofrecemos:Ingreso a planilla desde el primer día (régimen general).Seguro de vida ley y EPS (voluntario).Beneficios corporativos.Modalidad de trabajo hibrida (3 días presencial y 2 días remoto)Horarios de lunes a viernes de 8:15 a.m. a 6:00 p.m.Periodo de inducción modalidad presencial.Valoramos y promovemos la diversidad y la igualdad de oportunidades, considerando a todos los candidatos sin ningún tipo de distinción ni discriminación por género, edad, identidad u orientación sexual, religión, condición socioeconómica o discapacidad.",https://pe.linkedin.com/jobs/view/analista-qa-senior-at-comsatel-oficial-4346282416?position=1&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=1BRNiCLzlZ73xt3xOrHiqA%3D%3D
Ingeniero QA senior,METRICA Perú,https://pe.linkedin.com/company/metricaperusac?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",23 hours ago,Angel Daniel Tipismana A.,https://pe.linkedin.com/in/angel-daniel-tipismana-a-059960356,"Métrica Perú es la primera filial latinoamericana del grupo de consultoría español Métrica Consulting. El grupo comenzó operaciones con el inicio del nuevo siglo y desde entonces ha participado en distintos proyectos en distintos países de Europa Occidental y Latino América. Con Métrica Andina, hemos comenzado a ofrecer nuestros servicios técnicos en el mercado Peruano y desde ahí queremos llegar a la región andina en los próximos años.En Métrica Perú estamos en la búsqueda de un Ingeniero QA Senior para unirse a nuestro equipo en Lima, Perú. Si eres una persona apasionada por la tecnología y la innovación, con experiencia en entornos de desarrollo y operaciones, ¡esta posición es para ti!Requisitos:Experiencia en metodologías ágilesExperiencia en la creación escenarios/casos de pruebas en GherkinExperiencia en la generación de estrategias de pruebasExperiencia en el análisis funcional de requerimientosExperiencia en pruebas funcionales (Smoketest, aceptación, regresión, etc.), Pruebas de APIs (intermedio), Pruebas de stress (básico/intermedio), Pruebas en simulador de dispositivos (intermedio/avanzado, Deseable)Experiencia en Fundamentos de ISTQB y pruebas Ágiles de ITSQBEjecución pruebas automatizadas, Uso de herramientas: Postman, SwaggerExperiencia en Azure Devops, SQL Server, JMeter, Lambdatest u otra, Figma, Miro, Discord (básico/intermedio, Deseable)Modalidad: HibridaHorario: Lunes a viernes de 09:00am a 06:00pmBeneficios:Planilla completa / beneficios de ley Remuneración fija superior al mercado.Participar de un programa de reconocimiento.Buen clima laboralConvenios educativos, descuentos en centros comerciales, recreativos, etc.Pertenecer a una prestigiosa empresa de tecnología y generar lazos transnacionales.En Métrica Perú estamos comprometidos con la inclusión, diversidad y equidad de género. Por ello, los procesos de selección buscan asegurar la igualdad de derechos y oportunidades.¡Si estás listo para dar el siguiente paso en tu carrera y te apasiona la tecnología, esta es tu oportunidad!. #ChambeaenMétrica",https://pe.linkedin.com/jobs/view/ingeniero-qa-senior-at-metrica-per%C3%BA-4346058542?position=2&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=iCPWtu9fEdXP6D5kp1ANgA%3D%3D
"Manager I, Training & Quality",Concentrix,https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",13 hours ago,,,"Key AccountabilitiesDevelop, establish, and review Quality and Training procedures, standards and specificationsStandardize SLAs and assure execution according to customer and operational needsMonitor performance through data gathering and create statistical reportsInvestigate causes of quality problems, suggest changes, propose solutions, and executeAssure that Team Leads and direct reports obtain and maintain technical and instructional knowledge and skillsAnalyze the department’s needs to develop innovative programs or modify and improve existing onesExecute periodic round tables with Trainees, Trainers, Quality Agents, Operations, and Clients for process improvements with cost-effective alternativesIdentify opportunities for automation to improve efficienciesDevelop and analyze reports for Operation Managers and Clients with the necessary execution plansPeriodic monitor of Training Instructor performance and effectiveness of training programsRegularly collaborates with Clients, Operations, Training Leads, QA Leads, QA Analysts and Trainers for feedback, updates, and action plans for driving key training projectsPerform employee development and administrative supervision of Team Leads and direct reportsDevelop the department’s scorecard with measurement of demonstrable resultsProactively removes outliers and potential risksParticipates and leads in strategic and operational planning sessions for the organization’s developmentLooks to reduce waste and increase efficiencyApplies Six Sigma methodologyRequired SkillsBachelor’s degree preferredStrong communication skills, both written and verbalProficient in Microsoft OfficeAbility to lead team in multi-tasking, prioritization, and meeting timelines on deliverablesAbility to mentor, coach and provide direction to a team of employeesSelf-starter, sense of urgency, and works well under pressureAbility to foster a sense of professionalism and relationship building for self and teamResults and detail OrientedStrong data analysis and self – driven individualStrong problem solving and critical thinking skillsAbility to present complex information to a variety of audiences / Strong teamworkAbility to create important level presentations for clientsEnglish B2Internal Career Path Policies (only for current employees)The game-changers must have the approval of his or her immediate supervisor to apply for the call.Required tenure: 6 months. Required performance: KPIs or goals on target for the business unit to which they belong in the last 3-month period (not average). Must not have active disciplinary actions.The game-changer may participate in only one process at a time.Comply with the learning paths of the Corporate University. Must remain at least 6 months in the position to which he/she was recently promoted, to be able to apply for another call.If you were evaluated by the PC psychologist for a vacancy and you were not selected, you must wait at least 2 months to reapply for that same position from which you did not pass  The process is performed and/or outside working hours, which means that the game-changer should be available in his free time in case we require it.Any other guidelines that may arise in the Career Path process due to the legislation of each location or client's guidelines will be recorded within the current procedure and platform.",https://pe.linkedin.com/jobs/view/manager-i-training-quality-at-concentrix-4348246665?position=3&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=HG76WXqvmBYQEchq4BIGLw%3D%3D
Analista QA Automatizador,Indra,https://es.linkedin.com/company/indra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",8 hours ago,,,"Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.Buscamos un Analista QA Automatizador con ganas de trabajar en nuestros equipos multidisciplinares.Requisitos:Automatización: Selenium, Appium, Kobiton, Cucumber, Behave, UFT.Lenguajes de programación: Python.Gestión de pruebas: Jira, Xray, Gherkin.Testing continuo / Control de versiones: GitHub.Herramientas complementarias: OWASP, MongoDB, SonarQube.Tipos de pruebas: Mobile, Servicios (APIs) y Web.Performance: Experiencia mínima en pruebas de Performance.Condiciones de trabajo:Trabajo híbrido (2 veces por semana) en el distrito de Surquillo.L a V de 9:00am a 6:30pm.Beneficios:Planilla Completa desde el 1er día de trabajo.Cobertura al 100% de EPS.Asesorías psicológicas y nutricionales gratuitas.Convenios Corporativos.Acceso ilimitado a cursos y certificaciones online en Udemy.Crecimiento y desarrollo profesional.¡Anímate y postula con nosotros!",https://pe.linkedin.com/jobs/view/analista-qa-automatizador-at-indra-4346203865?position=4&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=PRz2%2BUNchocHfBuL3mhHAQ%3D%3D
Implementation Support Associate,OpenLoop,https://www.linkedin.com/company/openloophealth?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",9 hours ago,,,,https://pe.linkedin.com/jobs/view/implementation-support-associate-at-openloop-4346252480?position=5&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=w%2FXSF4KG6qVWDujtE9%2BhKw%3D%3D
QA Funcional Mobile,Praxis,https://mx.linkedin.com/company/praxis_2?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",11 hours ago,Fabiola S. Arteaga,https://co.linkedin.com/in/fabiola-s-arteaga-0ab86b16a,"PRAXIS es una consultoría de TI con más de 25 años de experiencia, estamos presentes en 10 países (España, USA, México, Brasil, Colombia, Perú, Panamá, Costa Rica, Brasil, Argentina). Nuestros principales clientes son sector financiero, seguros, construcción, automotriz, etcBUSCAMOS!Un QA Funcional Mobile para proyecto de 4 meses con los siguientes skills:ResponsabilidadesEjecutar pruebas funcionales en aplicaciones móviles (iOS / Android).Validar flujos bancarios críticos: onboarding, login, biometría, transacciones, productos financieros y notificaciones.Verificar flujos regulatorios y generación de evidencia legal.Ejecutar pruebas de API (validación de requests, responses y reglas de negocio).Documentar casos de prueba, resultados y evidencias en herramientas de QA.Reportar y dar seguimiento a defectos.RequisitosExperiencia en QA funcional mobile.Experiencia probada en apps bancarias o financieras.Conocimiento de pruebas de onboarding, autenticación, biometría y transacciones.Experiencia en pruebas API (Postman, similares).Documentación clara y detallada de pruebas y evidencias.Manejo de herramientas de gestión QA (TestRail, Jira, Zephyr, Xray u otras).DeseableExperiencia en entornos regulados (banca, fintech, seguros).Conocimiento de normativas o flujos regulatorios.Experiencia trabajando con equipos ágiles.Importante:Trabajo Presencial - San Isidro LimaProyecto de 4 meses""En Praxis queda prohibido la solicitud de certificados médicos de no embarazo y virus de Inmunodeficiencia Humana (VIH) como requisito para el ingreso, permanencia o ascenso""",https://pe.linkedin.com/jobs/view/qa-funcional-mobile-at-praxis-4329096801?position=6&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=EEPiAJ9km1Lwytf8gsmkiw%3D%3D
Líder de Mesa de Soporte,Ayesa,https://es.linkedin.com/company/ayesa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",13 hours ago,,,"Estimada red,Nos encontramos en búsqueda de un Líder de Mesa de Soporte – Incidentes y Correctivos (Web, Móvil y Dashboards) para acompañar la operación y continuidad de un importante servicio tecnológico de una fabrica de software.¿Qué buscamos?Experiencia previa liderando o coordinando mesas de soporte o equipos operativos en TI.Conocimientos en soporte de plataformas basadas en:Java / Spring Boot (servicios, APIs REST)– Aplicaciones Android nativas– Dashboards (Power BI, Tableau u otros)Capacidad para interpretar logs, revisar consumo de APIs y realizar consultas SQL básicas.Familiaridad con entornos AWS utilizados como IaaS (EC2, EBS, VPC).Conocimientos en gestión de incidentes bajo prácticas ITIL (deseable).Habilidades de comunicación, coordinación, trabajo colaborativo y organización operativa.Responsabilidades del puestoCoordinar y acompañar las actividades del equipo de soporte (N1–N3) encargado de la atención de incidentes y correctivos.Facilitar la organización diaria mediante dailies, seguimiento de tareas y consolidación de avances.Preparar y gestionar el reporting operativo a cliente y áreas internas: SLA, métricas, estado de incidencias y acciones de mejora.Colaborar con los equipos de desarrollo Java/Spring Boot, Android, QA e infraestructura para asegurar una atención adecuada de los casos.Realizar análisis básico de logs, APIs y consultas SQL para comprender los incidentes y orientar al equipo en la resolución.Participar en análisis causa raíz (RCA) y en la elaboración de propuestas de mejora continua.Mantener actualizada la documentación operativa, flujos de soporte y buenas prácticas del servicio.¿Qué ofrecemos?Incorporación a una empresa en continuo crecimiento.Integración con un equipo multidisciplinario de profesionales altamente capacitados.Salario competitivo en el mercado.Modalidad de trabajo: Híbrida (San Miguel – Lima, Perú)Los interesados enviar CV documentado e indicar sus expectativas salariales a cehuapaya@ayesa.com y apalfaro@ayesa.com, con el asunto: Líder Mesa de Ayuda.Atendiendo a lo establecido en la Ley N.º 26772, que prohíbe toda discriminación en la oferta de empleo y acceso al mismo por motivo de origen, raza, sexo, idioma, religión, opinión, condición económica o de cualquier otra índole, así como en la Ley General de las Personas con Discapacidad (Ley N.º 29973), Ayesa se ha marcado como objetivo promover la defensa y aplicación efectiva del principio a la no discriminación laboral, en este sentido, aseguramos igualdad de oportunidades en el acceso y permanencia al empleo para todas las personas, sin distinción.#trabajo #ayesaperú",https://pe.linkedin.com/jobs/view/l%C3%ADder-de-mesa-de-soporte-at-ayesa-4346251574?position=7&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=qmJhRG1oR3jnp1ymXyJ0Pg%3D%3D
Control de Calidad de Artes Finales (Flexografía)  Chorrillos,EMUSA,https://gt.linkedin.com/company/emusa-world?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chorrillos, Peru",1 hour ago,,,"Nosotros somos EMUSA, empresa multinacional dedicada al desarrollo, producción y comercialización de empaques flexibles. Contamos con más de 35 años de experiencia en los mercados más exigentes, exportando nuestros productos a más de 22 países en el mundo, mediante nuestras plantas productivas ubicadas en Brasil, Guatemala, El Salvador y Perú, y con almacenes en Chile y EEUU.En Emusa buscamos al mejor talento para asumir el reto como AUXILIAR DE CONTROL DE ARCHIVOS en la ciudad de Lima. ¡Déjate envolver en el mundo del Packaging! 💙🚀✨RequisitosEstudios técnicos en Artes Gráficas y/ó Diseño Gráfico. (Senati)Conocimiento en Flexografía, Ilustrador, Photoshop, Trapping, Pre prensa. (Deseable)Disponibilidad para trabajar en Chorrillos de forma presencial. Martes de Sábado. 11 am a 8:00 pm.FuncionesRevisar textos en busca de errores tipográficos.Confirmar que las fuentes utilizadas estén embebidas en el archivo.Inspeccionar gráficos y logotipos para detectar problemas de calidad, como pixelación o falta de definición.Asegurarse de que todos los elementos gráficos sean consistentes con las guías de la marca.",https://pe.linkedin.com/jobs/view/control-de-calidad-de-artes-finales-flexograf%C3%ADa-chorrillos-at-emusa-4346244077?position=8&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=8e%2FssGDmvIn5D5VKpMbg1g%3D%3D
Especialista en base de datos y GIS,First Quantum Minerals,https://ca.linkedin.com/company/firstquantumminerals?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",15 hours ago,Jeanette Pazos,https://pe.linkedin.com/in/jeanette-pazos,"En First Quantum liberamos el talento de nuestra gente adoptando un enfoque muy diferente, respaldado por una cultura igualmente distinta y bien definida: el “First Quantum Way”.Trabajar con nosotros no es como trabajar en ningún otro lugar, por lo que buscamos personas capaces de adoptar una visión más audaz e inteligente para identificar oportunidades, resolver problemas y obtener resultados.Nuestra cultura se basa en alentarte a pensar de manera independiente y a desafiar lo convencional para lograr el mejor resultado. Así es como seguimos alcanzando cosas extraordinarias en lugares extraordinarios.Job DescriptionResumen del Puesto:Responsable del diseño y ejecución de un Protocolo Integrado de Gestión de Datos y de los procesos asociados en los departamentos Social y Ambiental, así como en otros departamentos (según se requiera). Este trabajo debe iniciarse de inmediato, previo a un extenso ejercicio de recopilación de datos de línea base social y ambiental.La tarea principal inicial consiste en liderar el desarrollo, implementación y mantenimiento continuo del Sistema de Gestión de Información (IMS) dentro del Departamento Social. El IMS será una herramienta crítica para organizar, consultar y administrar datos sensibles sobre comunidades afectadas, hogares y medidas de mitigación. Los tipos de datos son diversos, incluyendo información geoespacial, respuestas de encuestas, material multimedia y documentación legal. Se requiere colaboración constante con los Project Managers para definir la arquitectura y los protocolos del sistema.De manera simultánea, el Coordinador será responsable de expandir y ejecutar el IMS para que funcione como un sistema de datos cohesivo tanto para los equipos Sociales como Ambientales, asegurando que su información sea confiable, coordinada y accesible. Esta integración exitosa podría luego servir como modelo para la gestión de datos a nivel de toda la operación minera.ResponsabilidadesDiseñar, construir e implementar el IMS, definiendo el modelo de datos, esquema y protocolos de respaldo y seguridad en estrecha colaboración con los Project Managers. El IMS debe integrar sin inconvenientes los datos existentes (“legacy data”).Evaluar y recomendar el software más adecuado para usar como plataforma del IMS, garantizando la integración y compatibilidad con programas GIS y aplicaciones comunes de encuestas.Desarrollar y ejecutar el Protocolo de Gestión de Datos, que defina el flujo de información, aseguramiento de calidad (QA/QC), seguridad, control de versiones y confidencialidad, incluyendo mantener un registro auditable de los cambios de datos y gestionar versiones para responder a auditorías o reclamos.Administrar la carga y transferencia eficiente de todos los datos de hogares, activos y socioeconómicos. Realizar el control de calidad final y mantener un sistema robusto de control documental digital vinculado al IMS.Subir, organizar y administrar todos los conjuntos de datos diversos en el IMS, realizando análisis estadísticos y espaciales para convertir los datos en información útil que respalde la toma de decisiones basadas en evidencia, incluyendo aportes al General Project Plan y sus ejercicios de costos.Proveer mecanismos que permitan la supervisión interna y externa del proyecto, así como la auditoría de cierre.Crear mapas y visualizaciones de alta calidad para las partes interesadas internas y externas, respondiendo a las solicitudes y necesidades de los equipos Social y Ambiental. Generar mapas de calor y tableros de control sobre el progreso de la recopilación de información.Gestionar y ejecutar funciones de geomática, asesorar en la recolección de imágenes aéreas y satelitales (incluyendo levantamientos con drones) y administrar el rendimiento, respaldos y protocolos del servidor de datos.Producir documentación de hogares individuales extraída del IMS requerida para el proceso del proyecto, como acuerdos individuales basados en los datos del censo y los activos.Participar en reuniones operativas clave, brindando informes y análisis basados en datos. La colaboración transversal y continua con los distintos equipos internos es esencial durante todas las fases del rol.RequisitosExperiencia:Mínimo 5 años de experiencia profesional en gestión de bases de datos, arquitectura de datos o geomática con conjuntos de datos demográficos.Experiencia con datos de activos es muy beneficiosa.Experiencia previa en acceso a tierras y mitigación relacionada es considerada un plus significativo, aunque no un requisito obligatorio.Debe residir en Chiclayo o tener disponibilidad para reubicarse.Conocimientos y HabilidadesDominio experto en diseño de bases de datos, estructuración de datos y protocolos de arquitectura de sistemas (por ejemplo, relacionales, NoSQL).Dominio avanzado de Structured Query Language (SQL).Conocimiento esencial de software GIS (ArcGIS, QGIS, etc.), gestión de geodatabases y técnicas de análisis espacial.Comprensión de conceptos de acceso a tierras y temas asociados como vulnerabilidad, medios de vida, permanencia y elegibilidad, para diseñar bases de datos que reflejen esta complejidad.Deseable experiencia con herramientas de inteligencia de negocios (BI tools, p. ej., Power BI).Capacidades superiores de análisis, resolución de problemas y organización.Excelentes habilidades de comunicación y trabajo colaborativo.Familiaridad con el marco regulatorio nacional es preferida.EducaciónTítulo universitario o de maestría en SIG, Ciencias de la Información, Ciencias de la Computación o disciplina técnica relacionada.Competencias:Adaptabilidad y Determinación: Flexible, versátil y capaz de enfrentar desafíos, especialmente los asociados con la implementación de un nuevo sistema.Orientación al detalle y responsabilidad: Atención meticulosa a los detalles y cumplimiento constante de plazos.Integridad y ética: Manejo de información altamente sensible del proyecto con absoluta discreción y los más altos estándares éticos.Colaboración y enfoque consultivo: Busca y aplica la experiencia de expertos no técnicos (Project Managers) para garantizar que la arquitectura y los protocolos de la base de datos reflejen las necesidades operativas. Mantiene relaciones activas y colaborativas con todos los actores del proyecto. Capacidad para traducir análisis técnicos complejos en hallazgos claros y prácticos para equipos no técnicos.Optimización y practicidad: Busca de forma proactiva oportunidades para mejorar sistemas y procesos, equilibrando eficiencia y diseño moderno con implementación factible y sostenible.Visita nuestra página web y regístrate para recibir alertas de empleo instantáneas en careers.first-quantum.comSíguenos en LinkedIn para conocer las últimas novedades.Si ya eres colaborador de First Quantum y tienes acceso a la red interna, ingresa a First Quantum MINE > Careers para postular internamente a esta oportunidad.Si eres colaborador y no cuentas con acceso a la red, comunícate con tu Recruiter del sitio.",https://pe.linkedin.com/jobs/view/especialista-en-base-de-datos-y-gis-at-first-quantum-minerals-4339994980?position=9&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=QVPGb7MdScN96ZL1yI1RJw%3D%3D
"Senior Backend Developer (Node.js, 4+ años)",Emma of Torre.ai,https://www.linkedin.com/company/emmaoftorre?trk=public_jobs_jserp-result_job-search-card-subtitle,"Santiago de Surco, Peru",1 hour ago,,,"Estoy ayudando a Joyit a encontrar al mejor candidato para unirse a su equipo tiempo completo para el rol de Senior Backend Developer (Node.js, 4+ años).Desarrollarás soluciones innovadoras que transformarán el futuro de la tecnología.Compensación:OcultoUbicación:Av. Circunvalación Golf los Incas, Santiago de Surco, PerúMisión de Joyit:""Impulsamos la transformación digital de nuestros clientes a través de soluciones eficientes, flexibles y escalables. Contamos con una plataforma global con más de 30,000 profesionales tecnológicos, lo que nos permite responder con rapidez a cualquier necesidad de talento especializado.""¿Qué te hace un candidato ideal?Eres competente en Unit testing, Testing, RabbitMQ, Node.js, Microservicios, Jest.Tienes potencial para desarrollar Test-driven development, Seguridad, JSON Web Token (JWT), Arquitectura hexagonal.Español - Completamente fluidoResponsabilidades y más:El rol requiere experiencia con el siguiente stack indispensable:* Node.js* AWS Lambdas* Express* Kafka, SQS o RabbitMQ* APIs* WebSockets* Microservicios* Testing con Jest o TestUnitEl stack deseable incluye:* Arquitectura hexagonal* TDD* JWT* SeguridadResponsabilidades:* Diseñar y desarrollar microservicios escalables.* Implementar integraciones asincrónicas.* Asegurar buenas prácticas como TDD y clean code.* Participar en decisiones de arquitectura.* Crear pruebas unitarias y de integración.* Colaborar con QA, frontend y producto.* Guiar a developers middle y junior.",https://pe.linkedin.com/jobs/view/senior-backend-developer-node-js-4%2B-a%C3%B1os-at-emma-of-torre-ai-4346262955?position=10&pageNum=0&refId=zjB8VdVYfGOLqN9mvfUhYw%3D%3D&trackingId=tFyxolEdWQ17OCUyD%2BuqtQ%3D%3D
