Title job,Employer,Link profile employer,Location,How long ago,Recruiter,Profile recruiter,Description offer,Link offer
ANALISTA QA,Periferia IT Group,https://co.linkedin.com/company/periferia-it-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",14 minutes ago,,,"¡Prepárate para vivir una nueva etapa con Periferia IT Group! 🌟Si tienes experiencia como ANALISTA QA y quieres generar un impacto en el mundo tecnológico, esta es tu oportunidad para unirte a nuestro equipo. Trabajarás con más de 1,000 profesionales en una multinacional colombiana líder en el sector TI, con fuerte presencia en América Latina y Estados Unidos. ¡Impulsa tu carrera con nosotros y haz crecer tu potencial! 🚀📈💼💻¿Te gustaría llevar tu carrera al siguiente nivel con Periferia IT Group? 👥 Únete a nuestra cultura Periferia enfocada al servicio y la innovación, donde cada idea cuenta para superar las expectativas de nuestros clientes. 🚀 Sumérgete en un entorno laboral dinámico que fomenta el aprendizaje continuo y el desarrollo personal.💡 Participa en proyectos desafiantes donde podrás aplicar tus conocimientos y habilidades para generar un impacto real.🤝 Disfruta de un equilibrio entre tu vida personal y laboral, mientras promovemos el bienestar integral de todos nuestros colaboradores.Para destacar en tu postulación debes: 🎓 Ser Técnico/a o Universitario.💻 Contar con experiencia superior a 2 años📊 Dominar un nivel alto en tecnologías: Bitbucket, GIT, Jira, Confluence, JENKINS, Checkmarx, Blackduck, Fortify SSC, Sonarqube, pruebas en POSTMAN, Karate, SQL Server, pruebas de automatización , pruebas NFT, AS400.🌱 Capacidad de adaptarse a nuevas tecnologías y enfoques innovadores para maximizar su impacto.Tus funciones específicas serán: 📈 Analizar los requerimientos funcionales y técnicos del sistema para definir el alcance y tipo de pruebas necesarias, así como de diseñar y documentar casos y escenarios de prueba en herramientas colaborativas como Confluence y JiraLo que encontrarás al unirte al mundo de Periferia IT Group: 🏠🏢 Trabajo híbrido en Hibrido de Lunes a Viernes de 09:00 am a 6:30 pm ( 2 presencial y 3 remoto)– Lima /Perú📜 Contrato a plazo Determinado💰 Salario negociable según experiencia y habilidades. 🎁 Beneficios a la carta para tu bienestar y estilo de vida. ¡Da el paso y únete hoy a nuestro equipo Periferia IT! 🎉",https://pe.linkedin.com/jobs/view/analista-qa-at-periferia-it-group-4321969064?position=1&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=qfB7LKZyZQSQWLmyZRgsAw%3D%3D
QA Automation,Encora Inc.,https://www.linkedin.com/company/encorainc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",14 hours ago,,,"💻 QA Automation Engineer – EncoraEn Encora seguimos impulsando la innovación tecnológica a nivel global, desarrollando soluciones de software que transforman industrias y mejoran la vida de millones de personas. Buscamos talentos apasionados por la tecnología, el trabajo en equipo y la mejora continua, que deseen unirse a una cultura colaborativa y de aprendizaje constante.Responsabilidades:Diseñar, desarrollar y mantener pruebas automatizadas que aseguren la calidad de los productos. Colaborar con equipos de desarrollo y producto para garantizar la cobertura de pruebas funcionales y no funcionales. Implementar y optimizar frameworks de automatización. Analizar resultados de ejecución e identificar defectos o mejoras. Participar activamente en revisiones de código y definición de planes de prueba. Requisitos:Formación técnica o universitaria en Ingeniería de Sistemas, Informática o afines. Experiencia mínima de 3 años como QA Automation. Experiencia en herramientas como Selenium, Cypress o Playwright. Conocimientos en Java, JavaScript, Python o C#. Experiencia en frameworks de testing (JUnit, TestNG, Mocha, Pytest). Conocimientos en CI/CD (Jenkins, GitLab, GitHub Actions). Experiencia en pruebas de API REST (Postman, RestAssured). Inglés intermedio o superior. Deseable:Experiencia en pruebas de performance o seguridad. Conocimientos de metodologías ágiles (Scrum, Kanban). Familiaridad con entornos cloud (AWS, Azure o GCP). Ofrecemos:Cultura de innovación, colaboración y crecimiento profesional. Oportunidades de desarrollo y certificaciones. Programas de bienestar y reconocimiento. Modalidad remota / híbrida (según país). Incorporación a una empresa global con equipos multiculturales. 📩 Si te apasiona la automatización y la calidad del software, esta oportunidad es para ti.¡Postula y sé parte de Encora!",https://pe.linkedin.com/jobs/view/qa-automation-at-encora-inc-4335363715?position=2&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=m4yz51FnirgRab7AcTsbsw%3D%3D
Mid QA Engineer,Encora Inc.,https://www.linkedin.com/company/encorainc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",2 hours ago,,,"Información ImportanteUbicación: PerúModalidad de trabajo: Híbrido, asistencia ocasional y trimestral a oficinaResumen del puestoComo un Mid QA Engineer (18449), formarás parte de un equipo tecnológico y ágil altamente calificado por respaldar y desarrollar soluciones de vanguardia para cumplir con los requisitos de nuestro negocio. Nos ayudará a acelerar los resultados empresariales de nuestros clientes mediante la innovación de productos digitales de vanguardia.Requisitos y Habilidades Egresados de Sistemas, Desarrollo, Software, Informática o afines con +4 años de experiencia como QA.Muy deseable experiencia en banca o financieras.Experiencia trabajando con:Pruebas funcionalesRevisión de MainframeReporterías en Panagon, reporterías contables e interfaces Mega, Teradata, comprobantes de pagoPruebas de servicios manuales (Bruno) y automatizadas (Visual Studio con .Net y C# y en IntelliJ IDEA con Java)Revisión de tramas a través de consultas en base de datos (SQL, Oracle).Manejo de Jira para seguimiento de requerimientos y Jira XRAY, para documentación y seguimiento de issuesAcerca de EncoraEncora es el socio preferido de ingeniería digital y modernización de algunas de las principales empresas del mundo y empresas nativas digitales. Con más de 9,000 expertos en 47+ oficinas y laboratorios de innovación en todo el mundo, las prácticas tecnológicas de Encora incluyen Ingeniería y Desarrollo de Productos, Servicios en la Nube, Ingeniería de Calidad, DevSecOps, Datos y Análisis, Experiencia Digital, Ciberseguridad e Ingeniería de IA y LLM.En Encora, contratamos profesionales únicamente en función de sus habilidades y calificaciones, y no discriminamos en función de la edad, discapacidad, religión, género, orientación sexual, estado socioeconómico o nacionalidad.",https://pe.linkedin.com/jobs/view/mid-qa-engineer-at-encora-inc-4335498426?position=3&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=YH5hzwOpnxOwxCNcYBIdIQ%3D%3D
QA Automatizador,NTT DATA Europe & Latam,https://es.linkedin.com/company/ntt-data-europe-latam?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",1 day ago,Stefany Cuadros Ruiz,https://pe.linkedin.com/in/stefany-cuadros-ruiz-34160b199,"Somos NTT DATA, la empresa de servicios TI más grande del mundo, contamos con más de 140.000 profesionales y operamos en más de 50 países. Brindamos soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas y outsourcing.Queremos seguir construyendo un entorno único de colaboración, creativo, cercano y generoso; que nos permita seguir evolucionando juntos, como comunidad y como sociedad, prosperando en un día a día lleno de nuevas y mejores posibilidades.En NTT DATA todos somos Digital Lovers, nos une la tecnología y el corazón, dos ideas que cuando se mezclan nos dan infinitas posibilidades. Ser un Digital Lover es ser un amante de lo digital, es poner el corazón en lo que se hace, es no tener miedo de tener la cabeza en las nubes y ser capaz de iniciar cada proyecto con mariposas en el estómago.¡Estas a un paso de ser un Digital Lover, te invitamos a revisar la vacante de QA Automatizador, y vivir esta experiencia!Requisitos:Egresado de carrera técnica o universitaria en Ing. de Sistemas, Desarrollo de Software o afines1 año a más de experiencia en Automation con alguna de las siguientes tecnologías: Selenium WebDriver, Karate DSL, Rest Assured, Serenity, Appium.Test Management: Jira + Xray, Gherkin.Testing Continuo: Jenkins, Bitbucket.Certificado ISTQB (deseable).Metodología BDD.Beneficios:Contrato indeterminado desde el primer día.Inmejorable oportunidad de línea de carrera profesional en nuestra consultora líder en el mercado TI.Capacitaciones y Certificaciones.EPS cubierta al 100%.Tarjeta de alimentos.Oportunidad de trabajar en proyectos de clientes de gran envergadura locales e internacionales.“NTT DATA es un entorno inclusivo donde cada voz es escuchada y cada historia es valorada. Por eso, nuestro proceso de selección y reclutamiento se enfoca en identificar el talento sin distinción o sesgos relacionados con género, sexo, orientación sexual, discapacidad, edad u otras características personales”",https://pe.linkedin.com/jobs/view/qa-automatizador-at-ntt-data-europe-latam-4321792526?position=4&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=GSkX%2Bt4YCZTJnFGzO%2BW13g%3D%3D
QA Automatizador,Ayesa,https://es.linkedin.com/company/ayesa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",10 hours ago,,,"Estimada red, Nos encontramos en búsqueda de un QA Automatizador para un importante proyecto.¿Qué buscamos?Ingeniero o técnico de software, sistemas u otras carreras afines.Experiencia comprobable en automatización de pruebas con Cypress y Serenity (mínimo 1 año).Conocimientos de JavaScript y/o TypeScript orientados al desarrollo de pruebas.Manejo de plataformas de gestión de pruebas como TestQuality (integrado con GitHub o Azure DevOps).Dominio de Git y flujos de trabajo colaborativos (feature branch, pull requests, merge, etc.).Conocimientos básicos de integración continua (CI).Capacidad para analizar logs, errores y ejecutar pruebas de forma autónoma.Experiencia en pruebas de performance.Buen entendimiento del ciclo de vida del software y metodologías ágiles (Scrum, Kanban).Conocimientos en automatización de pruebas móviles.Conocimientos básicos de bases de datos y SQL.Certificaciones acordes con la posición (deseable).Responsabilidades del puestoDiseñar, desarrollar y mantener scripts de pruebas automatizadas utilizando Cypress.Integrar las pruebas automatizadas en pipelines de CI/CD (GitLab, Jenkins, Azure DevOps).Ejecutar pruebas funcionales, de regresión, smoke y exploratorias tanto manuales como automatizadas.Documentar planes de prueba, casos de prueba y resultados en TestQuality.Participar en reuniones de refinamiento para comprender criterios de aceptación y definir estrategias de prueba.Identificar y reportar defectos, realizando seguimiento hasta su resolución.Colaborar con desarrolladores, analistas funcionales y product owners para garantizar la calidad desde etapas tempranas del ciclo de desarrollo.¿Qué ofrecemos?Incorporación a una empresa en continuo crecimiento.Integración con un equipo multidisciplinario de profesionales altamente capacitados.Interesados enviar CV documentado e indicar sus expectativas salariales a apalfaro@ayesa.com, con el asunto: QA Automatizador.Atención a lo establecido en la Ley N.º 26772, que prohíbe toda discriminación en la oferta de empleo y acceso al mismo por motivo de origen, raza, sexo, idioma, religión, opinión, condición económica o de cualquier otra índole, así como en la Ley General de las Personas con Discapacidad (Ley N.º 29973), Ayesa se ha marcado como objetivo promover la defensa y aplicación efectiva del principio a la no discriminación laboral, en este sentido, aseguramos igualdad de oportunidades en el acceso y permanencia al empleo para todas las personas, sin distinción.#Trabajo #AyesaPerú #QA #Automatización #Cypress #Serenity #Testing #Tecnología",https://pe.linkedin.com/jobs/view/qa-automatizador-at-ayesa-4339784230?position=5&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=r%2B1W5fNy7GusuEaI5Qk7jA%3D%3D
Practicante Pre Profesional de Estrategia/Análisis Digital,Inca Rail,https://pe.linkedin.com/company/incarail?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Isidro, Peru",52 minutes ago,,,"En Inca Rail nos encontramos en búsqueda del mejor talento para el puesto de Practicante Pre Profesional de Estrategia Digital en Lima.Misión: Apoyar en la ejecución, análisis y optimización de la estrategia digital de Inca Rail, con foco en la construcción de reportería avanzada (web + venta asistida) y en la mejora continua de la conversión (CRO), cuantificando el impacto de las acciones implementadas a través de KPIs que eleven la experiencia del cliente y la eficiencia comercial.RequisitosEstudiante de 6° o 8° ciclo en la carrera de Administración, Ingeniería Industrial, Ingeniería de Sistemas o carreras afines.Excel Avanzado (indispensable)Power BI Intermedio (indispensable)Disponibilidad para trabajar semi presencial en Lima.FuncionesDetectar, validar y proponer mejoras de UX/UI y contenido con base en benchmarks turísticos, heurísticas de CRO y pruebas A/B.Diseñar, automatizar y actualizar dashboards ejecutivos sobre KPIs clave (CVR web y asistido, funnel P1–P6, ingresos, ticket, % de abandono).Ejecutar y dar soporte a A/B testing end-to-end: hipótesis, setup técnico, QA, análisis estadístico y documentación.Análisis cuantitativo y cualitativo de interacciones y journeys multicanal (web, call center, WhatsApp): tiempos de respuesta, objeciones, patrones de compra, oportunidades de upsell/cross-sell.Desarrollar y presentar data stories ejecutivos con hallazgos de performance, insights y propuestas tácticas para la Subgerencia.",https://pe.linkedin.com/jobs/view/practicante-pre-profesional-de-estrategia-an%C3%A1lisis-digital-at-inca-rail-4335589079?position=6&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=H6WuiwVEd1JpQeA2UxR52A%3D%3D
Especialista en automatización,Indra,https://es.linkedin.com/company/indra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",5 hours ago,,,"Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.Buscamos un QA Automatizador con ganas de trabajar en nuestros equipos multidisciplinares.Requisitos:Automatización: Selenium, Appium, Kobiton, Cucumber, Behave, UFT, Python Request.Lenguajes de programación: Python.Gestión de pruebas: Jira, Xray, Gherkin.Testing continuo / Control de versiones: GitHub.Herramientas complementarias: Postman, Dynatrace, OWASP, MongoDB, SonarQube.Tipos de pruebas: Mobile, Servicios (APIs) y Web.Condiciones de trabajo:Trabajo híbrido (2 veces por semana) en el distrito de Surquillo.L a V de 9:00am a 6:30pm.Beneficios:Planilla Completa desde el 1er día de trabajo.Cobertura al 100% de EPS.Asesorías psicológicas y nutricionales gratuitas.Convenios Corporativos.Acceso ilimitado a cursos y certificaciones online en Udemy.Crecimiento y desarrollo profesional.¡Anímate y postula con nosotros!",https://pe.linkedin.com/jobs/view/especialista-en-automatizaci%C3%B3n-at-indra-4321907550?position=7&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=%2FDPOh0DwRO20XCTCG9t94w%3D%3D
Ingeniero comercial,CV INTERNATIONAL SRL,https://pe.linkedin.com/company/c&v-international-srl?trk=public_jobs_jserp-result_job-search-card-subtitle,"Magdalena del Mar, Peru",11 hours ago,Javier Vega Cisneros,https://pe.linkedin.com/in/javier-vega-cisneros-8924a457,"Profesional responsable de desarrollar, gestionar y rentabilizar la cartera de la Unidad de Procesos con foco en plantas de procesamiento minero, conduciendo el ciclo comercial completo y garantizando el cumplimiento técnico, la seguridad y la continuidad logística; para triunfar en el rol se requiere una orientación técnico-comercial capaz de convertir necesidades operativas (recuperación metalúrgica, consumo de reactivos, OPEX) en soluciones medibles y casos de negocio (ROI/TCO), ejecución en campo liderando y documentando pruebas con cierres basados en datos, gestión de oferta y logística anticipando plazos y riesgos, disciplina comercial con pipeline claro, forecast confiable y seguimiento hasta el cobro, y un trabajo colaborativo permanente con Producción/Planta (crisol/fluxes), Logística/Compras (importaciones/IMO), QA/QC (especificaciones y comparabilidad técnica) y la Unidad de Laboratorios para sinergias y referencias cruzadas; el puesto reporta al Líder de Procesos, colabora con las áreas mencionadas y gestiona una cartera objetivo compuesta por las cuentas asignadas a Procesos.Responsabilidades:Desarrollar la cartera de Procesos: priorizar cuentas, construir plan de visitas y crecimiento por sitio y por líneaDefinir y ejecutar pruebas en planta para validar desempeño de productos/procesos, asegurando protocolos, seguridad y evidencia.Elaborar propuestas técnico-económicas con ROI/TCO, comparabilidad de fórmulas y condiciones comerciales competitivas alineadas a margen objetivo.Negociar y cerrar contratos/POs con foco en continuidad operativa, niveles de servicio (OTIF) y acuerdos de suministro.Gestionar el forecast y el pipeline en el CRM: etapa, probabilidad, monto, fecha estimada y próximos pasos; mantener precisión ≥90% en pronósticos mensuales.Asegurar cumplimiento técnico y de calidad: fichas técnicas, certificados, COA/COC, control de lote; solicitar y cerrar NCRs si ocurrieran.Monitorear posventa: desempeño en operación, consumo real vs. plan, encuestas de satisfacción, gestión de reclamos y acciones correctivas.Mapear influenciadores y tomadores de decisión en cada sitio (operaciones, metalurgia, mantenimiento, logística, compras) y sostener relaciones técnicas de largo plazo.Inteligencia competitiva: relevar precios de mercado, ofertas alternativas y barreras de entrada; proponer estrategias de defensa/ataque por cuenta.Cumplir estándares HSE del cliente y de la empresa: inducciones mina, EPP, procedimientos de trabajo seguro y normativas para manejo/transporte de sustancias reguladas.RequisitosAptitudes y habilidadesCapacidad para traducir variables de proceso en valor económico (recuperación, consumo, OPEX/ton).Negociación consultiva y manejo de cuentas complejas multinivel.Excel avanzado (modelos económicos, análisis de sensibilidad); deseable Power BI.Comunicación oral y escrita excelente.Organización y gestión del tiempo para cumplir plan de visitas, pruebas y cierres.FormaciónIngeniería (Química, Metalúrgica, de Procesos)Diplomado/posgrado en Gestión Comercial/Industrial (deseable).Experiencia2+ años en ventas técnico-industriales B2B (ideal minería/procesos: flotación, ADR/CCD/CCS, espesamiento/clarificación, tratamiento de aguas o consumibles de planta).Experiencia con pruebas en planta (protocolos, KPIs, reportes) y cierres basados en data.Trato con áreas de Compras, Logística y Operaciones en clientes mineros.Certificados / ConocimientosDominio de Python para análisis de datos (pandas, numpy, Jupyter), ML aplicado al negocio (regresión, clasificación, árboles/boosting), series de tiempo y forecasting; BI y visualización (Power BI), SQL básico.Inglés intermedio (tratos con representadas/partners).Licencia de conducir y disponibilidad para viajar a mina.",https://pe.linkedin.com/jobs/view/ingeniero-comercial-at-cv-international-srl-4139523539?position=8&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=G7XO4VQS571w8G4%2BAwP7zQ%3D%3D
Software Engineer Backend Senior,Tucambista,https://pe.linkedin.com/company/tucambista.pe?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",12 hours ago,Jorge Chang VelÃ¡squez,https://pe.linkedin.com/in/jorgechangvelasquez,"✅ Tu misión será: Garantizar que el diseño de la arquitectura del software sea altamente escalables, seguros y fiables. ✅ Requisitos: Mínimo de 3 años en posiciones similares.📌 Responsabilidades:- Desarrollar y mantener microservicios en .NET 8 (C#) siguiendo principios de arquitectura limpia (DDD) y separación de capas.- Implementar lógica de negocio, endpoints REST y procesos asíncronos usando MediatR, EF Core, y Durable Functions.- Diseñar e implementar consultas y procedimientos eficientes en SQL Server, optimizando índices y plan de ejecución.-Integrar servicios de Azure con manejo seguro de secretos y configuraciones.- Escribir código testeable y mantenible con principios SOLID, validaciones, logs estructurados y manejo de errores robusto.⭐ Conocimientos/Estudios:- Egresado de las carreras universitarias: Ingeniería de Software o sistemas, Ciencias de la computación.- Lenguaje: C# (nivel sólido), LIN, asincronía (async/await), Task Parallel Library.- Frameworks: .NET 8 (Web API, Worker Service, Azure Functions).- Arquitectura: Clean Architecture / DDD / CQRS con MediatR.- Datos: SQL Server (store procedures, índices, transacciones, optimización de queries).- ORM: Entity Framework Core (migraciones, performance, tracking, concurrency).- Mensajería: Azure Service Bus / Queue Storage- Infraestructura: Azure App Service, Azure Functions, Blob Storage, Key Vault, Application Insights.- Control de versiones: Git (GitHub o Azure DevOps).- DevOps: Conocimientos de CI/CD 💡 Habilidades:• Capacidad para modelar dominios complejos y escribir código limpio, coherente y reutilizable.• Autonomía técnica para levantar, estimar y entregar features completas en microservicios.• Pensamiento analítico para optimizar consultas, detectar cuellos de botella y mejorar performance.• Colaboración efectiva con frontend, QA y DevOps, manteniendo alta calidad en las integraciones.• Proactividad en la detección de mejoras, reducción de deuda técnica y adopción de buenas prácticas.📩 Si te interesa sumarte al equipo, envíanos tu CV al correo talento@tucambista.pe con el asunto Software Engineer BackEnd Senior y tus pretensiones salariales. ¡Te estamos esperando!",https://pe.linkedin.com/jobs/view/software-engineer-backend-senior-at-tucambista-2354615484?position=9&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=NInoynWnZWFehrOZlswX6Q%3D%3D
Associate Marketing Operations Strategist,Toptal,https://www.linkedin.com/company/toptal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lima, Peru",7 hours ago,,,,https://pe.linkedin.com/jobs/view/associate-marketing-operations-strategist-at-toptal-4302512676?position=10&pageNum=0&refId=GW9zPQsl5ElRmgX8AmoSTg%3D%3D&trackingId=14psBblI%2FSlQ3EPuIR%2Fm2w%3D%3D
